origin,year,month,day,hour,temp,wind_speed,precip,visib,time_hour
EWR,2013,8,28,20,75.92,6.90468,0,8,28/08/2013 20:00
EWR,2013,8,28,21,75.92,6.90468,0,9,28/08/2013 21:00
EWR,2013,8,28,22,75.02,0,0,9,28/08/2013 22:00
EWR,2013,8,28,23,73.04,5.7539,0,9,28/08/2013 23:00
EWR,2013,8,29,0,71.96,6.90468,0,6,29/08/2013 00:00
EWR,2013,8,29,1,71.96,6.90468,0,6,29/08/2013 01:00
EWR,2013,8,29,2,71.96,8.05546,0,6,29/08/2013 02:00
EWR,2013,8,29,3,71.06,6.90468,0,7,29/08/2013 03:00
EWR,2013,8,29,4,71.96,5.7539,0,6,29/08/2013 04:00
EWR,2013,8,29,5,73.04,5.7539,0,7,29/08/2013 05:00
EWR,2013,8,29,6,73.4,5.7539,0,7,29/08/2013 06:00
EWR,2013,8,29,7,73.04,4.60312,0,7,29/08/2013 07:00
EWR,2013,8,29,8,71.96,6.90468,0,6,29/08/2013 08:00
EWR,2013,8,29,9,71.96,6.90468,0,5,29/08/2013 09:00
EWR,2013,8,29,10,73.94,5.7539,0,6,29/08/2013 10:00
EWR,2013,8,29,11,78.08,6.90468,0,10,29/08/2013 11:00
EWR,2013,8,29,12,78.98,9.20624,0,10,29/08/2013 12:00
EWR,2013,8,29,13,78.98,8.05546,0,10,29/08/2013 13:00
EWR,2013,8,29,14,78.98,6.90468,0,10,29/08/2013 14:00
EWR,2013,8,29,15,80.06,6.90468,0,10,29/08/2013 15:00
EWR,2013,8,29,16,78.98,8.05546,0,10,29/08/2013 16:00
EWR,2013,8,29,17,75.92,5.7539,0,10,29/08/2013 17:00
EWR,2013,8,29,18,75.02,5.7539,0,10,29/08/2013 18:00
EWR,2013,8,29,19,73.04,4.60312,0,10,29/08/2013 19:00
EWR,2013,8,29,20,73.04,4.60312,0,10,29/08/2013 20:00
EWR,2013,8,29,21,71.96,5.7539,0,10,29/08/2013 21:00
EWR,2013,8,29,22,71.06,6.90468,0,10,29/08/2013 22:00
EWR,2013,8,29,23,71.6,8.05546,0,10,29/08/2013 23:00
EWR,2013,8,30,0,71.6,5.7539,0,10,30/08/2013 00:00
EWR,2013,8,30,1,69.98,5.7539,0,10,30/08/2013 01:00
EWR,2013,8,30,2,69.98,5.7539,0,10,30/08/2013 02:00
EWR,2013,8,30,3,69.98,4.60312,0,10,30/08/2013 03:00
EWR,2013,8,30,4,69.98,6.90468,0,10,30/08/2013 04:00
EWR,2013,8,30,5,69.98,9.20624,0,10,30/08/2013 05:00
EWR,2013,8,30,6,69.98,10.35702,0,10,30/08/2013 06:00
EWR,2013,8,30,7,71.06,6.90468,0,10,30/08/2013 07:00
EWR,2013,8,30,8,71.96,8.05546,0,10,30/08/2013 08:00
EWR,2013,8,30,9,75.02,12.65858,0,10,30/08/2013 09:00
EWR,2013,8,30,10,77,12.65858,0,10,30/08/2013 10:00
EWR,2013,8,30,11,78.08,10.35702,0,10,30/08/2013 11:00
EWR,2013,8,30,12,80.06,11.5078,0,10,30/08/2013 12:00
EWR,2013,8,30,13,82.94,10.35702,0,10,30/08/2013 13:00
EWR,2013,8,30,14,82.94,9.20624,0,10,30/08/2013 14:00
EWR,2013,8,30,15,84.02,13.80936,0,10,30/08/2013 15:00
EWR,2013,8,30,16,84.02,11.5078,0,10,30/08/2013 16:00
EWR,2013,8,30,17,82.04,14.96014,0,10,30/08/2013 17:00
EWR,2013,8,30,18,82.04,12.65858,0,10,30/08/2013 18:00
EWR,2013,8,30,19,80.06,13.80936,0,10,30/08/2013 19:00
EWR,2013,8,30,20,78.98,14.96014,0,9,30/08/2013 20:00
EWR,2013,8,30,21,77,11.5078,0,9,30/08/2013 21:00
EWR,2013,8,30,22,77,10.35702,0,10,30/08/2013 22:00
EWR,2013,8,30,23,75.92,10.35702,0,10,30/08/2013 23:00
EWR,2013,8,31,0,75.02,13.80936,0,10,31/08/2013 00:00
EWR,2013,8,31,1,73.94,12.65858,0,10,31/08/2013 01:00
EWR,2013,8,31,2,73.04,11.5078,0,10,31/08/2013 02:00
EWR,2013,8,31,3,73.04,11.5078,0,10,31/08/2013 03:00
EWR,2013,8,31,4,71.96,12.65858,0,10,31/08/2013 04:00
EWR,2013,8,31,5,73.04,14.96014,0,10,31/08/2013 05:00
EWR,2013,8,31,6,73.04,8.05546,0,10,31/08/2013 06:00
EWR,2013,8,31,7,73.94,8.05546,0,10,31/08/2013 07:00
EWR,2013,8,31,8,75.02,11.5078,0,10,31/08/2013 08:00
EWR,2013,8,31,9,77,13.80936,0,10,31/08/2013 09:00
EWR,2013,8,31,10,78.08,9.20624,0,10,31/08/2013 10:00
EWR,2013,8,31,11,80.06,10.35702,0,10,31/08/2013 11:00
EWR,2013,8,31,12,82.94,9.20624,0,10,31/08/2013 12:00
EWR,2013,8,31,13,84.92,8.05546,0,10,31/08/2013 13:00
EWR,2013,8,31,14,86,5.7539,0,10,31/08/2013 14:00
EWR,2013,8,31,15,86,9.20624,0,10,31/08/2013 15:00
EWR,2013,8,31,16,84.92,6.90468,0,10,31/08/2013 16:00
EWR,2013,8,31,17,87.08,13.80936,0,10,31/08/2013 17:00
EWR,2013,8,31,18,84.92,13.80936,0,10,31/08/2013 18:00
EWR,2013,8,31,19,84.02,11.5078,0,10,31/08/2013 19:00
EWR,2013,8,31,20,82.94,12.65858,0,10,31/08/2013 20:00
EWR,2013,8,31,21,80.96,9.20624,0,10,31/08/2013 21:00
EWR,2013,8,31,22,80.06,13.80936,0,10,31/08/2013 22:00
EWR,2013,8,31,23,78.98,9.20624,0,10,31/08/2013 23:00
EWR,2013,9,1,0,80.06,5.7539,0,10,01/09/2013 00:00
EWR,2013,9,1,1,78.08,10.35702,0,10,01/09/2013 01:00
EWR,2013,9,1,2,75.92,9.20624,0,10,01/09/2013 02:00
EWR,2013,9,1,3,75.92,6.90468,0,10,01/09/2013 03:00
EWR,2013,9,1,4,75.2,11.5078,0,10,01/09/2013 04:00
EWR,2013,9,1,5,73.94,9.20624,0,10,01/09/2013 05:00
EWR,2013,9,1,6,73.94,3.45234,0,10,01/09/2013 06:00
EWR,2013,9,1,7,75.02,5.7539,0,10,01/09/2013 07:00
EWR,2013,9,1,8,77,5.7539,0,10,01/09/2013 08:00
EWR,2013,9,1,9,77,8.05546,0,10,01/09/2013 09:00
EWR,2013,9,1,10,78.8,6.90468,0,10,01/09/2013 10:00
EWR,2013,9,1,11,80.96,4.60312,0,10,01/09/2013 11:00
EWR,2013,9,1,12,82.04,9.20624,0,10,01/09/2013 12:00
EWR,2013,9,1,13,82.94,5.7539,0,10,01/09/2013 13:00
EWR,2013,9,1,14,84.02,5.7539,0,10,01/09/2013 14:00
EWR,2013,9,1,15,82.94,9.20624,0,10,01/09/2013 15:00
EWR,2013,9,1,16,82.04,9.20624,0,10,01/09/2013 16:00
EWR,2013,9,1,17,80.96,9.20624,0,10,01/09/2013 17:00
EWR,2013,9,1,18,80.06,8.05546,0,10,01/09/2013 18:00
EWR,2013,9,1,19,78.98,4.60312,0,10,01/09/2013 19:00
EWR,2013,9,1,20,77,4.60312,0,10,01/09/2013 20:00
EWR,2013,9,1,21,78.08,3.45234,0,10,01/09/2013 21:00
EWR,2013,9,1,22,77,3.45234,0,10,01/09/2013 22:00
EWR,2013,9,1,23,75.92,4.60312,0,9,01/09/2013 23:00
EWR,2013,9,2,0,75.92,0,0,9,02/09/2013 00:00
EWR,2013,9,2,1,75.92,3.45234,0,8,02/09/2013 01:00
EWR,2013,9,2,2,75.92,4.60312,0,8,02/09/2013 02:00
EWR,2013,9,2,3,75.92,0,0,7,02/09/2013 03:00
EWR,2013,9,2,4,75.92,3.45234,0,6,02/09/2013 04:00
EWR,2013,9,2,5,75.92,0,0,6,02/09/2013 05:00
EWR,2013,9,2,6,75.92,0,0,6,02/09/2013 06:00
EWR,2013,9,2,7,77,0,0,6,02/09/2013 07:00
EWR,2013,9,2,8,77,0,0,6,02/09/2013 08:00
EWR,2013,9,2,9,78.8,4.60312,0,7,02/09/2013 09:00
EWR,2013,9,2,10,80.6,3.45234,0,7,02/09/2013 10:00
EWR,2013,9,2,11,82.4,0,0,8,02/09/2013 11:00
EWR,2013,9,2,12,82.4,6.90468,0,8,02/09/2013 12:00
EWR,2013,9,2,13,80.06,9.20624,0,8,02/09/2013 13:00
EWR,2013,9,2,14,75.92,8.05546,0.11,7,02/09/2013 14:00
EWR,2013,9,2,15,78.08,9.20624,0.03,10,02/09/2013 15:00
EWR,2013,9,2,17,80.96,3.45234,0,10,02/09/2013 17:00
EWR,2013,9,2,18,78.98,3.45234,0,10,02/09/2013 18:00
EWR,2013,9,2,19,78.08,4.60312,0,10,02/09/2013 19:00
EWR,2013,9,2,20,75.02,5.7539,0,10,02/09/2013 20:00
EWR,2013,9,2,21,75.92,4.60312,0,10,02/09/2013 21:00
EWR,2013,9,2,22,75.02,5.7539,0,10,02/09/2013 22:00
EWR,2013,9,2,23,75.02,3.45234,0,10,02/09/2013 23:00
EWR,2013,9,3,0,73.94,0,0,10,03/09/2013 00:00
EWR,2013,9,3,1,73.94,5.7539,0,10,03/09/2013 01:00
EWR,2013,9,3,2,73.4,6.90468,0,10,03/09/2013 02:00
EWR,2013,9,3,3,73.94,0,0,10,03/09/2013 03:00
EWR,2013,9,3,4,73.4,0,0,9,03/09/2013 04:00
EWR,2013,9,3,5,73.4,0,0,10,03/09/2013 05:00
EWR,2013,9,3,6,73.04,6.90468,0,8,03/09/2013 06:00
EWR,2013,9,3,7,73.94,0,0,7,03/09/2013 07:00
EWR,2013,9,3,8,75.02,6.90468,0,6,03/09/2013 08:00
EWR,2013,9,3,9,75.2,11.5078,0,10,03/09/2013 09:00
EWR,2013,9,3,10,75.92,12.65858,0,10,03/09/2013 10:00
EWR,2013,9,3,11,78.8,10.35702,0,10,03/09/2013 11:00
EWR,2013,9,3,12,78.98,11.5078,0,10,03/09/2013 12:00
EWR,2013,9,3,13,80.96,6.90468,0,10,03/09/2013 13:00
EWR,2013,9,3,14,82.04,9.20624,0,10,03/09/2013 14:00
EWR,2013,9,3,15,82.04,14.96014,0,10,03/09/2013 15:00
EWR,2013,9,3,16,82.94,11.5078,0,10,03/09/2013 16:00
EWR,2013,9,3,17,82.04,13.80936,0,10,03/09/2013 17:00
EWR,2013,9,3,18,78.98,11.5078,0,10,03/09/2013 18:00
EWR,2013,9,3,19,78.08,12.65858,0,10,03/09/2013 19:00
EWR,2013,9,3,20,75.02,11.5078,0,10,03/09/2013 20:00
EWR,2013,9,3,21,73.04,9.20624,0,10,03/09/2013 21:00
EWR,2013,9,3,22,71.96,10.35702,0,10,03/09/2013 22:00
EWR,2013,9,3,23,69.98,6.90468,0,10,03/09/2013 23:00
EWR,2013,9,4,0,69.08,6.90468,0,10,04/09/2013 00:00
EWR,2013,9,4,1,66.92,3.45234,0,10,04/09/2013 01:00
EWR,2013,9,4,2,66.92,4.60312,0,10,04/09/2013 02:00
EWR,2013,9,4,3,64.94,5.7539,0,10,04/09/2013 03:00
EWR,2013,9,4,4,64.94,6.90468,0,10,04/09/2013 04:00
EWR,2013,9,4,5,64.94,9.20624,0,10,04/09/2013 05:00
EWR,2013,9,4,6,64.94,10.35702,0,10,04/09/2013 06:00
EWR,2013,9,4,7,66.92,12.65858,0,10,04/09/2013 07:00
EWR,2013,9,4,8,69.08,8.05546,0,10,04/09/2013 08:00
EWR,2013,9,4,9,71.96,10.35702,0,10,04/09/2013 09:00
EWR,2013,9,4,10,73.94,6.90468,0,10,04/09/2013 10:00
EWR,2013,9,4,11,77,13.80936,0,10,04/09/2013 11:00
EWR,2013,9,4,12,78.98,10.35702,0,10,04/09/2013 12:00
EWR,2013,9,4,13,80.06,3.45234,0,10,04/09/2013 13:00
EWR,2013,9,4,14,82.04,12.65858,0,10,04/09/2013 14:00
EWR,2013,9,4,15,80.06,12.65858,0,10,04/09/2013 15:00
EWR,2013,9,4,16,80.96,16.11092,0,10,04/09/2013 16:00
EWR,2013,9,4,17,80.06,13.80936,0,10,04/09/2013 17:00
EWR,2013,9,4,18,78.98,11.5078,0,10,04/09/2013 18:00
EWR,2013,9,4,19,77,11.5078,0,10,04/09/2013 19:00
EWR,2013,9,4,20,75.02,11.5078,0,10,04/09/2013 20:00
EWR,2013,9,4,21,73.94,10.35702,0,10,04/09/2013 21:00
EWR,2013,9,4,22,73.04,10.35702,0,10,04/09/2013 22:00
EWR,2013,9,4,23,71.96,10.35702,0,10,04/09/2013 23:00
EWR,2013,9,5,0,71.06,9.20624,0,10,05/09/2013 00:00
EWR,2013,9,5,1,68,9.20624,0,10,05/09/2013 01:00
EWR,2013,9,5,2,66.92,9.20624,0,10,05/09/2013 02:00
EWR,2013,9,5,3,66.02,5.7539,0,10,05/09/2013 03:00
EWR,2013,9,5,4,62.96,6.90468,0,10,05/09/2013 04:00
EWR,2013,9,5,5,64.04,8.05546,0,10,05/09/2013 05:00
EWR,2013,9,5,6,62.96,5.7539,0,10,05/09/2013 06:00
EWR,2013,9,5,7,68,9.20624,0,10,05/09/2013 07:00
EWR,2013,9,5,8,69.98,10.35702,0,10,05/09/2013 08:00
EWR,2013,9,5,9,73.94,8.05546,0,10,05/09/2013 09:00
EWR,2013,9,5,10,73.94,11.5078,0,10,05/09/2013 10:00
EWR,2013,9,5,11,73.94,12.65858,0,10,05/09/2013 11:00
EWR,2013,9,5,12,78.08,14.96014,0,10,05/09/2013 12:00
EWR,2013,9,5,13,78.98,14.96014,0,10,05/09/2013 13:00
EWR,2013,9,5,14,78.08,12.65858,0,10,05/09/2013 14:00
EWR,2013,9,5,15,78.08,10.35702,0,10,05/09/2013 15:00
EWR,2013,9,5,16,77,11.5078,0,10,05/09/2013 16:00
EWR,2013,9,5,17,75.02,19.56326,0,10,05/09/2013 17:00
EWR,2013,9,5,18,73.04,16.11092,0,10,05/09/2013 18:00
EWR,2013,9,5,19,71.06,11.5078,0,10,05/09/2013 19:00
EWR,2013,9,5,20,69.08,10.35702,0,10,05/09/2013 20:00
EWR,2013,9,5,21,64.94,8.05546,0,10,05/09/2013 21:00
EWR,2013,9,5,22,64.04,8.05546,0,10,05/09/2013 22:00
EWR,2013,9,5,23,62.96,8.05546,0,10,05/09/2013 23:00
EWR,2013,9,6,0,62.96,8.05546,0,10,06/09/2013 00:00
EWR,2013,9,6,1,60.98,11.5078,0,10,06/09/2013 01:00
EWR,2013,9,6,2,60.08,11.5078,0,10,06/09/2013 02:00
EWR,2013,9,6,3,57.02,8.05546,0,10,06/09/2013 03:00
EWR,2013,9,6,4,55.94,8.05546,0,10,06/09/2013 04:00
EWR,2013,9,6,5,55.94,10.35702,0,10,06/09/2013 05:00
EWR,2013,9,6,6,55.04,12.65858,0,10,06/09/2013 06:00
EWR,2013,9,6,7,57.02,11.5078,0,10,06/09/2013 07:00
EWR,2013,9,6,8,60.08,11.5078,0,10,06/09/2013 08:00
EWR,2013,9,6,9,64.04,12.65858,0,10,06/09/2013 09:00
EWR,2013,9,6,10,66.02,11.5078,0,10,06/09/2013 10:00
EWR,2013,9,6,11,66.02,6.90468,0,10,06/09/2013 11:00
EWR,2013,9,6,12,68,4.60312,0,10,06/09/2013 12:00
EWR,2013,9,6,13,69.08,8.05546,0,10,06/09/2013 13:00
EWR,2013,9,6,14,69.98,3.45234,0,10,06/09/2013 14:00
EWR,2013,9,6,15,71.06,0,0,10,06/09/2013 15:00
EWR,2013,9,6,16,71.06,0,0,10,06/09/2013 16:00
EWR,2013,9,6,17,71.06,3.45234,0,10,06/09/2013 17:00
EWR,2013,9,6,18,69.08,5.7539,0,10,06/09/2013 18:00
EWR,2013,9,6,19,66.92,0,0,10,06/09/2013 19:00
EWR,2013,9,6,20,66.02,5.7539,0,10,06/09/2013 20:00
EWR,2013,9,6,21,64.94,3.45234,0,10,06/09/2013 21:00
EWR,2013,9,6,22,60.98,5.7539,0,10,06/09/2013 22:00
EWR,2013,9,6,23,60.98,6.90468,0,10,06/09/2013 23:00
EWR,2013,9,7,0,60.08,9.20624,0,10,07/09/2013 00:00
EWR,2013,9,7,1,57.92,5.7539,0,10,07/09/2013 01:00
EWR,2013,9,7,2,57.92,5.7539,0,10,07/09/2013 02:00
EWR,2013,9,7,3,55.94,3.45234,0,10,07/09/2013 03:00
EWR,2013,9,7,4,53.06,4.60312,0,10,07/09/2013 04:00
EWR,2013,9,7,5,53.96,3.45234,0,10,07/09/2013 05:00
EWR,2013,9,7,6,53.96,4.60312,0,10,07/09/2013 06:00
EWR,2013,9,7,7,59,4.60312,0,10,07/09/2013 07:00
EWR,2013,9,7,8,64.04,5.7539,0,10,07/09/2013 08:00
EWR,2013,9,7,9,68,6.90468,0,10,07/09/2013 09:00
EWR,2013,9,7,10,73.04,6.90468,0,10,07/09/2013 10:00
EWR,2013,9,7,11,75.02,12.65858,0,10,07/09/2013 11:00
EWR,2013,9,7,12,77,10.35702,0,10,07/09/2013 12:00
EWR,2013,9,7,13,78.98,4.60312,0,10,07/09/2013 13:00
EWR,2013,9,7,14,78.98,6.90468,0,10,07/09/2013 14:00
EWR,2013,9,7,15,80.06,9.20624,0,10,07/09/2013 15:00
EWR,2013,9,7,16,80.06,6.90468,0,10,07/09/2013 16:00
EWR,2013,9,7,17,78.08,10.35702,0,10,07/09/2013 17:00
EWR,2013,9,7,18,77,10.35702,0,10,07/09/2013 18:00
EWR,2013,9,7,19,75.02,9.20624,0,10,07/09/2013 19:00
EWR,2013,9,7,20,73.94,6.90468,0,10,07/09/2013 20:00
EWR,2013,9,7,21,71.96,5.7539,0,10,07/09/2013 21:00
EWR,2013,9,7,22,71.06,4.60312,0,10,07/09/2013 22:00
EWR,2013,9,7,23,71.06,6.90468,0,10,07/09/2013 23:00
EWR,2013,9,8,0,69.98,10.35702,0,10,08/09/2013 00:00
EWR,2013,9,8,1,69.08,9.20624,0,10,08/09/2013 01:00
EWR,2013,9,8,2,69.08,9.20624,0,10,08/09/2013 02:00
EWR,2013,9,8,3,69.08,9.20624,0,10,08/09/2013 03:00
EWR,2013,9,8,4,68,10.35702,0,10,08/09/2013 04:00
EWR,2013,9,8,5,66.92,9.20624,0,10,08/09/2013 05:00
EWR,2013,9,8,6,66.92,8.05546,0,10,08/09/2013 06:00
EWR,2013,9,8,7,66.92,6.90468,0,10,08/09/2013 07:00
EWR,2013,9,8,8,71.06,6.90468,0,10,08/09/2013 08:00
EWR,2013,9,8,9,71.96,9.20624,0,10,08/09/2013 09:00
EWR,2013,9,8,10,78.08,9.20624,0,10,08/09/2013 10:00
EWR,2013,9,8,11,80.96,9.20624,0,10,08/09/2013 11:00
EWR,2013,9,8,12,78.98,14.96014,0,10,08/09/2013 12:00
EWR,2013,9,8,13,82.94,16.11092,0,10,08/09/2013 13:00
EWR,2013,9,8,14,82.94,23.0156,0,10,08/09/2013 14:00
EWR,2013,9,8,15,82.94,20.71404,0,10,08/09/2013 15:00
EWR,2013,9,8,16,80.96,16.11092,0,10,08/09/2013 16:00
EWR,2013,9,8,17,78.98,16.11092,0,10,08/09/2013 17:00
EWR,2013,9,8,18,75.92,17.2617,0,10,08/09/2013 18:00
EWR,2013,9,8,19,73.04,16.11092,0,10,08/09/2013 19:00
EWR,2013,9,8,20,71.06,16.11092,0,10,08/09/2013 20:00
EWR,2013,9,8,21,68,14.96014,0,10,08/09/2013 21:00
EWR,2013,9,8,22,66.02,17.2617,0,10,08/09/2013 22:00
EWR,2013,9,8,23,62.96,11.5078,0,10,08/09/2013 23:00
EWR,2013,9,9,0,62.06,6.90468,0,10,09/09/2013 00:00
EWR,2013,9,9,1,57.92,8.05546,0,10,09/09/2013 01:00
EWR,2013,9,9,2,57.02,9.20624,0,10,09/09/2013 02:00
EWR,2013,9,9,3,57.02,8.05546,0,10,09/09/2013 03:00
EWR,2013,9,9,4,55.04,9.20624,0,10,09/09/2013 04:00
EWR,2013,9,9,5,55.94,6.90468,0,10,09/09/2013 05:00
EWR,2013,9,9,6,55.04,8.05546,0,10,09/09/2013 06:00
EWR,2013,9,9,7,57.92,9.20624,0,10,09/09/2013 07:00
EWR,2013,9,9,8,62.96,6.90468,0,10,09/09/2013 08:00
EWR,2013,9,9,9,66.02,5.7539,0,10,09/09/2013 09:00
EWR,2013,9,9,10,68,6.90468,0,10,09/09/2013 10:00
EWR,2013,9,9,11,68,5.7539,0,10,09/09/2013 11:00
EWR,2013,9,9,12,69.08,8.05546,0,10,09/09/2013 12:00
EWR,2013,9,9,13,69.08,8.05546,0,10,09/09/2013 13:00
EWR,2013,9,9,14,69.98,9.20624,0,10,09/09/2013 14:00
EWR,2013,9,9,15,71.06,8.05546,0,10,09/09/2013 15:00
EWR,2013,9,9,16,69.98,9.20624,0,10,09/09/2013 16:00
EWR,2013,9,9,17,69.08,8.05546,0,10,09/09/2013 17:00
EWR,2013,9,9,18,69.08,11.5078,0,10,09/09/2013 18:00
EWR,2013,9,9,19,68,10.35702,0,10,09/09/2013 19:00
EWR,2013,9,9,20,68,9.20624,0,10,09/09/2013 20:00
EWR,2013,9,9,21,66.92,9.20624,0,10,09/09/2013 21:00
EWR,2013,9,9,22,66.92,5.7539,0,10,09/09/2013 22:00
EWR,2013,9,9,23,68,10.35702,0,10,09/09/2013 23:00
EWR,2013,9,10,0,68,9.20624,0,10,10/09/2013 00:00
EWR,2013,9,10,1,68,12.65858,0,10,10/09/2013 01:00
EWR,2013,9,10,2,69.08,9.20624,0,10,10/09/2013 02:00
EWR,2013,9,10,3,68,10.35702,0,10,10/09/2013 03:00
EWR,2013,9,10,4,69.08,9.20624,0,10,10/09/2013 04:00
EWR,2013,9,10,5,69.8,9.20624,0,10,10/09/2013 05:00
EWR,2013,9,10,6,69.98,11.5078,0,10,10/09/2013 06:00
EWR,2013,9,10,7,71.06,9.20624,0,10,10/09/2013 07:00
EWR,2013,9,10,8,71.96,11.5078,0,10,10/09/2013 08:00
EWR,2013,9,10,9,75.2,14.96014,0,10,10/09/2013 09:00
EWR,2013,9,10,10,78.08,13.80936,0,10,10/09/2013 10:00
EWR,2013,9,10,11,78.08,11.5078,0,9,10/09/2013 11:00
EWR,2013,9,10,12,82.94,11.5078,0,9,10/09/2013 12:00
EWR,2013,9,10,13,84.92,10.35702,0,10,10/09/2013 13:00
EWR,2013,9,10,14,87.08,11.5078,0,10,10/09/2013 14:00
EWR,2013,9,10,15,89.06,14.96014,0,9,10/09/2013 15:00
EWR,2013,9,10,16,87.98,9.20624,0,9,10/09/2013 16:00
EWR,2013,9,10,17,86,12.65858,0,9,10/09/2013 17:00
EWR,2013,9,10,18,84.92,13.80936,0,9,10/09/2013 18:00
EWR,2013,9,10,19,84.02,12.65858,0,9,10/09/2013 19:00
EWR,2013,9,10,20,82.94,6.90468,0,9,10/09/2013 20:00
EWR,2013,9,10,21,80.96,9.20624,0,9,10/09/2013 21:00
EWR,2013,9,10,22,80.96,9.20624,0,8,10/09/2013 22:00
EWR,2013,9,10,23,78.98,9.20624,0,9,10/09/2013 23:00
EWR,2013,9,11,0,78.98,11.5078,0,9,11/09/2013 00:00
EWR,2013,9,11,1,78.08,9.20624,0,9,11/09/2013 01:00
EWR,2013,9,11,2,77,6.90468,0,8,11/09/2013 02:00
EWR,2013,9,11,3,75.92,8.05546,0,8,11/09/2013 03:00
EWR,2013,9,11,4,75.92,8.05546,0,7,11/09/2013 04:00
EWR,2013,9,11,5,75.02,4.60312,0,7,11/09/2013 05:00
EWR,2013,9,11,6,75.92,10.35702,0,5,11/09/2013 06:00
EWR,2013,9,11,7,77,8.05546,0,4,11/09/2013 07:00
EWR,2013,9,11,8,80.06,8.05546,0,5,11/09/2013 08:00
EWR,2013,9,11,9,84.02,6.90468,0,7,11/09/2013 09:00
EWR,2013,9,11,10,87.98,6.90468,0,7,11/09/2013 10:00
EWR,2013,9,11,11,91.94,5.7539,0,8,11/09/2013 11:00
EWR,2013,9,11,12,93.02,8.05546,0,8,11/09/2013 12:00
EWR,2013,9,11,13,95,11.5078,0,8,11/09/2013 13:00
EWR,2013,9,11,14,93.92,16.11092,0,9,11/09/2013 14:00
EWR,2013,9,11,15,93.92,13.80936,0,9,11/09/2013 15:00
EWR,2013,9,11,16,93.92,13.80936,0,10,11/09/2013 16:00
EWR,2013,9,11,17,93.02,12.65858,0,10,11/09/2013 17:00
EWR,2013,9,11,18,89.96,16.11092,0,10,11/09/2013 18:00
EWR,2013,9,11,19,87.98,12.65858,0,10,11/09/2013 19:00
EWR,2013,9,11,20,87.08,9.20624,0,10,11/09/2013 20:00
EWR,2013,9,11,21,84.92,11.5078,0,10,11/09/2013 21:00
EWR,2013,9,11,22,84.02,6.90468,0,10,11/09/2013 22:00
EWR,2013,9,11,23,82.04,10.35702,0,10,11/09/2013 23:00
EWR,2013,9,12,0,80.06,10.35702,0,9,12/09/2013 00:00
EWR,2013,9,12,1,78.98,9.20624,0,9,12/09/2013 01:00
EWR,2013,9,12,2,78.08,6.90468,0,9,12/09/2013 02:00
EWR,2013,9,12,3,77,9.20624,0,8,12/09/2013 03:00
EWR,2013,9,12,4,75.92,6.90468,0,8,12/09/2013 04:00
EWR,2013,9,12,5,75.02,6.90468,0,7,12/09/2013 05:00
EWR,2013,9,12,6,75.02,6.90468,0,6,12/09/2013 06:00
EWR,2013,9,12,7,77,8.05546,0,5,12/09/2013 07:00
EWR,2013,9,12,8,78.98,10.35702,0,6,12/09/2013 08:00
EWR,2013,9,12,9,80.96,9.20624,0,7,12/09/2013 09:00
EWR,2013,9,12,10,82.04,9.20624,0,6,12/09/2013 10:00
EWR,2013,9,12,11,84.02,10.35702,0,7,12/09/2013 11:00
EWR,2013,9,12,12,80.96,19.56326,0,8,12/09/2013 12:00
EWR,2013,9,12,13,80.06,12.65858,0.15,9,12/09/2013 13:00
EWR,2013,9,12,14,82.4,8.05546,0,7,12/09/2013 14:00
EWR,2013,9,12,15,84.02,6.90468,0,9,12/09/2013 15:00
EWR,2013,9,12,16,82.04,9.20624,0,10,12/09/2013 16:00
EWR,2013,9,12,17,84.02,5.7539,0,9,12/09/2013 17:00
EWR,2013,9,12,18,82.4,11.5078,0,10,12/09/2013 18:00
EWR,2013,9,12,19,78.8,18.41248,0.23,8,12/09/2013 19:00
EWR,2013,9,12,20,71.6,5.7539,0.14,7,12/09/2013 20:00
EWR,2013,9,12,21,71.06,6.90468,0.02,10,12/09/2013 21:00
EWR,2013,9,12,22,69.98,6.90468,0,10,12/09/2013 22:00
EWR,2013,9,12,23,71.06,6.90468,0,10,12/09/2013 23:00
EWR,2013,9,13,0,69.98,5.7539,0,10,13/09/2013 00:00
EWR,2013,9,13,1,69.08,5.7539,0,10,13/09/2013 01:00
EWR,2013,9,13,2,69.98,4.60312,0,10,13/09/2013 02:00
EWR,2013,9,13,3,69.08,4.60312,0.01,10,13/09/2013 03:00
EWR,2013,9,13,4,68,4.60312,0.05,10,13/09/2013 04:00
EWR,2013,9,13,5,68,5.7539,0,10,13/09/2013 05:00
EWR,2013,9,13,6,68,9.20624,0,10,13/09/2013 06:00
EWR,2013,9,13,7,68,6.90468,0,10,13/09/2013 07:00
EWR,2013,9,13,8,69.98,10.35702,0,10,13/09/2013 08:00
EWR,2013,9,13,9,73.04,10.35702,0,10,13/09/2013 09:00
EWR,2013,9,13,10,71.06,17.2617,0,10,13/09/2013 10:00
EWR,2013,9,13,11,69.98,10.35702,0,10,13/09/2013 11:00
EWR,2013,9,13,12,71.96,11.5078,0,10,13/09/2013 12:00
EWR,2013,9,13,13,77,10.35702,0,10,13/09/2013 13:00
EWR,2013,9,13,14,78.08,13.80936,0,10,13/09/2013 14:00
EWR,2013,9,13,15,75.92,16.11092,0,10,13/09/2013 15:00
EWR,2013,9,13,16,73.94,21.86482,0,10,13/09/2013 16:00
